time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,la_name,new_la_code,pcon_code,pcon_name,phase_type_grouping,establishment_type,hospital_school,sen_provision,pupil_count
202526,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,3187
202526,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded special school,Total,Total,Total,647
202526,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded special school,Total,Total,"Education, health and care plan",643
202526,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,4
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,Independent school,Total,Total,Total,10389
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,Independent school,Total,Total,"Education, health and care plan",571
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,1603
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded alternative provision,Total,Total,Total,96
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded alternative provision,Total,Total,"Education, health and care plan",36
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,60
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded nursery,Total,Total,Total,221
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded nursery,Total,Total,"Education, health and care plan",3
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,43
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded primary,Total,Total,Total,16648
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded primary,Total,Total,"Education, health and care plan",1065
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,2817
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded secondary,Total,Total,Total,14134
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded secondary,Total,Total,"Education, health and care plan",687
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2186
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded special school,Total,Total,Total,519
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded special school,Total,Total,"Education, health and care plan",518
202526,Academic year,Local authority,E92000001,England,London,E12000007,204,Hackney,E09000012,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,1
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Independent school,Total,Total,Total,6223
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Independent school,Total,Total,"Education, health and care plan",208
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,1066
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Non-maintained special school,Total,Total,Total,50
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Non-maintained special school,Total,Total,"Education, health and care plan",49
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,Non-maintained special school,Total,Total,SEN support / SEN without an EHC plan,1
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded alternative provision,Total,Total,Total,52
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded alternative provision,Total,Total,"Education, health and care plan",18
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,33
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded nursery,Total,Total,Total,275
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded nursery,Total,Total,"Education, health and care plan",5
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,62
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded primary,Total,Total,Total,8868
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded primary,Total,Total,"Education, health and care plan",471
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,1447
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded secondary,Total,Total,Total,9936
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded secondary,Total,Total,"Education, health and care plan",330
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1117
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded special school,Total,Total,Total,576
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded special school,Total,Total,"Education, health and care plan",576
202526,Academic year,Local authority,E92000001,England,London,E12000007,205,Hammersmith and Fulham,E09000013,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,0
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Independent school,Total,Total,Total,3571
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Independent school,Total,Total,"Education, health and care plan",65
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,625
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Non-maintained special school,Total,Total,Total,111
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Non-maintained special school,Total,Total,"Education, health and care plan",111
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,Non-maintained special school,Total,Total,SEN support / SEN without an EHC plan,0
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded alternative provision,Total,Total,Total,40
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded alternative provision,Total,Total,"Education, health and care plan",12
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,28
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded nursery,Total,Total,Total,415
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded nursery,Total,Total,"Education, health and care plan",11
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,60
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded primary,Total,Total,Total,19753
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded primary,Total,Total,"Education, health and care plan",910
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,2885
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded secondary,Total,Total,Total,15625
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded secondary,Total,Total,"Education, health and care plan",602
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2313
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded special school,Total,Total,Total,705
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded special school,Total,Total,"Education, health and care plan",702
202526,Academic year,Local authority,E92000001,England,London,E12000007,309,Haringey,E09000014,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,3
202526,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,Independent school,Total,Total,Total,3835
202526,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,Independent school,Total,Total,"Education, health and care plan",163
202526,Academic year,Local authority,E92000001,England,London,E12000007,310,Harrow,E09000015,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,596
